session_id,device,user_market
sess_11077,desktop,IT
sess_11078,mobile,IT
sess_11079,desktop,FR
sess_11080,desktop,FR
sess_11081,mobile,CO
sess_11082,mobile,FR
sess_11083,desktop,ES
sess_11084,desktop,ES
sess_11085,mobile,FR
sess_11086,mobile,GB
sess_11087,mobile,ES
sess_11088,desktop,DE
sess_11089,mobile,ES
sess_11090,desktop,FR
sess_11091,mobile,GB
sess_11092,mobile,FR
sess_11093,mobile,IT
sess_11094,mobile,ES
sess_11095,mobile,DE
sess_11096,mobile,ES
sess_11097,mobile,PT
sess_11098,desktop,ES
sess_11099,mobile,PT
sess_11100,mobile,FR
sess_11101,desktop,DE
sess_11102,desktop,FR
sess_11103,desktop,AR
sess_11104,desktop,ES
sess_11105,mobile,ES
sess_11106,mobile,FR
sess_11107,desktop,ES
sess_11108,desktop,ES
sess_11109,mobile,MX
sess_11110,desktop,CO
sess_11111,mobile,FR
sess_11112,mobile,MX
sess_11113,mobile,IT
sess_11114,mobile,ES
sess_11115,mobile,DE
sess_11116,mobile,DE
sess_11117,desktop,US
sess_11118,mobile,ES
sess_11119,mobile,DE
sess_11120,desktop,ES
sess_11121,desktop,ES
sess_11122,desktop,ES
sess_11123,desktop,US
sess_11124,desktop,GB
sess_11125,mobile,GB
sess_11126,mobile,IT
sess_11127,mobile,FR
sess_11128,mobile,ES
sess_11129,mobile,ES
sess_11130,desktop,FR
sess_11131,mobile,GB
sess_11132,mobile,IT
sess_11133,mobile,ES
sess_11134,desktop,ES
sess_11135,mobile,ES
sess_11136,desktop,FR
sess_11137,mobile,MX
sess_11138,mobile,IT
sess_11139,mobile,GB
sess_11140,desktop,FR
sess_11141,mobile,FR
sess_11142,desktop,ES
sess_11143,mobile,PT
sess_11144,mobile,GB
sess_11145,desktop,ES
sess_11146,desktop,IT
sess_11147,desktop,FR
sess_11148,desktop,IT
sess_11149,desktop,MX
sess_11150,desktop,IT
sess_11151,desktop,IT
sess_11152,desktop,ES
sess_11153,desktop,ES
sess_11154,mobile,ES
sess_11155,desktop,ES
sess_11156,mobile,DE
sess_11157,desktop,DE
sess_11158,desktop,ES
sess_11159,mobile,PT
sess_11160,desktop,ES
sess_11161,mobile,FR
sess_11162,mobile,ES
sess_11163,desktop,FR
sess_11164,mobile,ES
sess_11165,desktop,FR
sess_11166,desktop,FR
sess_11167,mobile,US
sess_11168,mobile,ES
sess_11169,mobile,ES
sess_11170,mobile,ES
sess_11171,desktop,IT
sess_11172,mobile,ES
sess_11173,mobile,PT
sess_11174,mobile,IT
sess_11175,mobile,IT
sess_11176,desktop,IT
sess_11177,mobile,ES
sess_11178,desktop,ES
sess_11179,mobile,FR
sess_11180,desktop,IT
sess_11181,mobile,ES
sess_11182,mobile,ES
sess_11183,desktop,CO
sess_11184,mobile,ES
sess_11185,desktop,GB
sess_11186,desktop,GB
sess_11187,mobile,ES
sess_11188,mobile,ES
sess_11189,desktop,ES
sess_11190,mobile,DE
sess_11191,mobile,IT
sess_11192,mobile,GB
sess_11193,mobile,MX
sess_11194,mobile,DE
sess_11195,desktop,ES
sess_11196,desktop,ES
sess_11197,desktop,PT
sess_11198,desktop,ES
sess_11199,mobile,ES
sess_11200,desktop,DE
sess_11201,mobile,FR
sess_11202,mobile,MX
sess_11203,mobile,DE
sess_11204,mobile,ES
sess_11205,desktop,MX
sess_11206,desktop,ES
sess_11207,mobile,FR
sess_11208,mobile,FR
sess_11209,desktop,ES
sess_11210,mobile,FR
sess_11211,mobile,ES
sess_11212,mobile,FR
sess_11213,desktop,FR
sess_11214,desktop,GB
sess_11215,mobile,GB
sess_11216,mobile,ES
sess_11217,desktop,FR
sess_11218,desktop,FR
sess_11219,mobile,ES
sess_11220,desktop,GB
sess_11221,mobile,DE
sess_11222,mobile,ES
sess_11223,desktop,FR
sess_11224,mobile,ES
sess_11225,mobile,IT
sess_11226,mobile,ES
sess_11227,mobile,US
sess_11228,desktop,GB
sess_11229,mobile,FR
sess_11230,desktop,IT
sess_11231,mobile,AR
sess_11232,mobile,IT
sess_11233,mobile,ES
sess_11234,desktop,FR
sess_11235,mobile,PT
sess_11236,desktop,IT
sess_11237,mobile,DE
sess_11238,desktop,PT
sess_11239,mobile,AR
sess_11240,desktop,AR
sess_11241,desktop,ES
sess_11242,desktop,IT
sess_11243,desktop,DE
sess_11244,desktop,GB
sess_11245,mobile,IT
sess_11246,mobile,ES
sess_11247,mobile,GB
sess_11248,desktop,DE
sess_11249,mobile,ES
sess_11250,desktop,FR
sess_11251,mobile,ES
sess_11252,mobile,FR
sess_11253,mobile,ES
sess_11254,desktop,FR
sess_11255,mobile,IT
sess_11256,mobile,IT
sess_11257,mobile,DE
sess_11258,mobile,PT
sess_11259,mobile,ES
sess_11260,mobile,ES
sess_11261,desktop,PT
sess_11262,mobile,ES
sess_11263,mobile,CO
sess_11264,mobile,PT
sess_11265,mobile,IT
sess_11266,mobile,US
sess_11267,mobile,ES
sess_11268,mobile,FR
sess_11269,mobile,IT
sess_11270,desktop,FR
sess_11271,desktop,MX
sess_11272,desktop,ES
sess_11273,mobile,IT
sess_11274,mobile,IT
sess_11275,mobile,DE
sess_11276,mobile,ES
sess_11277,desktop,FR
sess_11278,mobile,PT
sess_11279,mobile,ES
sess_11280,mobile,GB
sess_11281,desktop,IT
sess_11282,mobile,GB
sess_11283,mobile,DE
sess_11284,mobile,ES
sess_11285,mobile,IT
sess_11286,mobile,PT
sess_11287,mobile,FR
sess_11288,mobile,CO
sess_11289,mobile,FR
sess_11290,mobile,ES
sess_11291,mobile,FR
sess_11292,mobile,MX
sess_11293,desktop,FR
sess_11294,desktop,PT
sess_11295,mobile,AR
sess_11296,mobile,FR
sess_11297,mobile,ES
sess_11298,mobile,DE
sess_11299,desktop,FR
sess_11300,mobile,GB
sess_11301,desktop,FR
sess_11302,mobile,FR
sess_11303,mobile,GB
sess_11304,desktop,FR
sess_11305,desktop,FR
sess_11306,desktop,FR
sess_11307,desktop,FR
sess_11308,mobile,IT
sess_11309,desktop,GB
sess_11310,mobile,FR
sess_11311,desktop,IT
sess_11312,mobile,DE
sess_11313,desktop,ES
sess_11314,mobile,ES
sess_11315,mobile,MX
sess_11316,mobile,DE
sess_11317,desktop,IT
sess_11318,mobile,IT
sess_11319,mobile,ES
sess_11320,mobile,IT
sess_11321,mobile,IT
sess_11322,desktop,IT
sess_11323,mobile,FR
sess_11324,desktop,ES
sess_11325,mobile,ES
sess_11326,mobile,MX
sess_11327,desktop,FR
sess_11328,desktop,FR
sess_11329,mobile,ES
sess_11330,mobile,ES
sess_11331,desktop,DE
sess_11332,mobile,IT
sess_11333,desktop,IT
sess_11334,desktop,ES
sess_11335,desktop,DE
sess_11336,mobile,ES
sess_11337,desktop,ES
sess_11338,mobile,FR
sess_11339,mobile,ES
sess_11340,mobile,ES
sess_11341,mobile,IT
sess_11342,desktop,DE
sess_11343,desktop,GB
sess_11344,desktop,FR
sess_11345,mobile,ES
sess_11346,mobile,ES
sess_11347,mobile,US
sess_11348,desktop,IT
sess_11349,mobile,DE
sess_11350,desktop,ES
sess_11351,mobile,IT
sess_11352,mobile,ES
sess_11353,desktop,IT
sess_11354,mobile,MX
sess_11355,desktop,CO
sess_11356,desktop,IT
sess_11357,mobile,FR
sess_11358,mobile,MX
sess_11359,mobile,DE
sess_11360,desktop,ES
sess_11361,mobile,FR
sess_11362,mobile,ES
sess_11363,mobile,FR
sess_11364,desktop,FR
sess_11365,mobile,IT
sess_11366,desktop,FR
sess_11367,desktop,ES
sess_11368,mobile,IT
sess_11369,mobile,PT
sess_11370,desktop,DE
sess_11371,mobile,FR
sess_11372,desktop,MX
sess_11373,mobile,AR
sess_11374,mobile,ES
sess_11375,desktop,ES
sess_11376,mobile,DE
sess_11377,mobile,GB
sess_11378,mobile,CO
sess_11379,mobile,AR
sess_11380,mobile,IT
sess_11381,mobile,IT
sess_11382,desktop,ES
sess_11383,mobile,ES
sess_11384,desktop,FR
sess_11385,mobile,IT
sess_11386,desktop,IT
sess_11387,mobile,DE
sess_11388,desktop,ES
sess_11389,mobile,IT
sess_11390,mobile,ES
sess_11391,mobile,FR
sess_11392,mobile,GB
sess_11393,mobile,DE
sess_11394,mobile,US
sess_11395,desktop,ES
sess_11396,mobile,FR
sess_11397,mobile,FR
sess_11398,mobile,FR
sess_11399,desktop,PT
sess_11400,mobile,DE
sess_11401,mobile,AR
sess_11402,mobile,ES
sess_11403,desktop,PT
sess_11404,desktop,ES
sess_11405,mobile,AR
sess_11406,desktop,FR
sess_11407,desktop,FR
sess_11408,mobile,IT
sess_11409,desktop,MX
sess_11410,mobile,ES
sess_11411,mobile,FR
sess_11412,mobile,PT
sess_11413,mobile,FR
sess_11414,mobile,ES
sess_11415,desktop,FR
sess_11416,mobile,FR
sess_11417,mobile,AR
sess_11418,mobile,GB
sess_11419,desktop,IT
sess_11420,mobile,US
sess_11421,mobile,FR
sess_11422,mobile,ES
sess_11423,mobile,ES
sess_11424,desktop,FR
sess_11425,desktop,ES
sess_11426,mobile,MX
sess_11427,desktop,GB
sess_11428,mobile,ES
sess_11429,desktop,IT
sess_11430,mobile,DE
sess_11431,mobile,MX
sess_11432,mobile,AR
sess_11433,desktop,IT
sess_11434,mobile,GB
sess_11435,mobile,IT
sess_11436,mobile,IT
sess_11437,desktop,ES
sess_11438,mobile,ES
sess_11439,desktop,IT
sess_11440,desktop,ES
sess_11441,mobile,ES
sess_11442,desktop,DE
sess_11443,mobile,ES
sess_11444,desktop,IT
sess_11445,mobile,IT
sess_11446,desktop,CO
sess_11447,desktop,FR
sess_11448,desktop,ES
sess_11449,desktop,IT
sess_11450,mobile,PT
sess_11451,mobile,US
sess_11452,desktop,FR
sess_11453,mobile,FR
sess_11454,mobile,AR
sess_11455,desktop,ES
sess_11456,desktop,IT
sess_11457,desktop,FR
sess_11458,mobile,ES
sess_11459,desktop,FR
sess_11460,mobile,ES
sess_11461,desktop,DE
sess_11462,mobile,MX
sess_11463,desktop,ES
sess_11464,desktop,GB
sess_11465,mobile,ES
sess_11466,desktop,IT
sess_11467,mobile,ES
sess_11468,desktop,MX
sess_11469,desktop,GB
sess_11470,mobile,DE
sess_11471,desktop,GB
sess_11472,desktop,IT
sess_11473,mobile,CO
sess_11474,mobile,DE
sess_11475,desktop,MX
sess_11476,desktop,IT
sess_11477,desktop,ES
sess_11478,desktop,IT
sess_11479,mobile,ES
sess_11480,desktop,IT
sess_11481,mobile,FR
sess_11482,mobile,IT
sess_11483,mobile,ES
sess_11484,mobile,ES
sess_11485,mobile,FR
sess_11486,mobile,MX
sess_11487,desktop,FR
sess_11488,mobile,FR
sess_11489,mobile,DE
sess_11490,mobile,IT
sess_11491,mobile,ES
sess_11492,mobile,FR
sess_11493,mobile,ES
sess_11494,mobile,CO
sess_11495,desktop,ES
sess_11496,mobile,FR
sess_11497,mobile,ES
sess_11498,mobile,ES
sess_11499,desktop,GB
sess_11500,mobile,ES
sess_11501,mobile,ES
sess_11502,mobile,FR
sess_11503,mobile,ES
sess_11504,mobile,ES
sess_11505,mobile,GB
sess_11506,mobile,GB
sess_11507,mobile,AR
sess_11508,mobile,PT
sess_11509,desktop,DE
sess_11510,desktop,ES
sess_11511,desktop,GB
sess_11512,desktop,PT
sess_11513,mobile,GB
sess_11514,mobile,IT
sess_11515,mobile,ES
sess_11516,mobile,PT
sess_11517,desktop,DE
sess_11518,mobile,US
sess_11519,desktop,ES
sess_11520,mobile,ES
sess_11521,desktop,ES
sess_11522,mobile,GB
sess_11523,mobile,ES
sess_11524,mobile,ES
sess_11525,mobile,US
sess_11526,mobile,ES
sess_11527,mobile,PT
sess_11528,desktop,FR
sess_11529,mobile,PT
sess_11530,mobile,IT
sess_11531,mobile,AR
sess_11532,desktop,MX
sess_11533,mobile,ES
sess_11534,mobile,ES
sess_11535,mobile,ES
sess_11536,mobile,DE
sess_11537,desktop,AR
sess_11538,mobile,FR
sess_11539,mobile,IT
sess_11540,desktop,ES
sess_11541,mobile,GB
sess_11542,mobile,CO
sess_11543,mobile,ES
sess_11544,desktop,FR
sess_11545,mobile,ES
sess_11546,desktop,IT
sess_11547,mobile,IT
sess_11548,mobile,ES
sess_11549,mobile,FR
sess_11550,desktop,FR
sess_11551,mobile,IT
sess_11552,desktop,IT
sess_11553,desktop,ES
sess_11554,mobile,GB
sess_11555,mobile,DE
sess_11556,mobile,FR
sess_11557,mobile,ES
sess_11558,desktop,GB
sess_11559,desktop,MX
sess_11560,mobile,ES
sess_11561,mobile,FR
sess_11562,desktop,ES
sess_11563,mobile,IT
sess_11564,desktop,ES
sess_11565,mobile,FR
sess_11566,desktop,DE
sess_11567,mobile,IT
sess_11568,mobile,FR
sess_11569,mobile,FR
sess_11570,mobile,IT
sess_11571,mobile,ES
sess_11572,desktop,ES
sess_11573,desktop,AR
sess_11574,mobile,ES
sess_11575,mobile,DE
sess_11576,mobile,MX
sess_11577,mobile,ES
sess_11578,mobile,FR
sess_11579,mobile,IT
sess_11580,mobile,AR
sess_11581,mobile,MX
sess_11582,mobile,DE
sess_11583,mobile,ES
sess_11584,desktop,DE
sess_11585,mobile,FR
sess_11586,desktop,FR
sess_11587,mobile,ES
sess_11588,mobile,ES
sess_11589,desktop,GB
sess_11590,desktop,FR
sess_11591,desktop,FR
sess_11592,mobile,FR
sess_11593,mobile,PT
sess_11594,desktop,DE
sess_11595,mobile,ES
sess_11596,mobile,ES
sess_11597,mobile,ES
sess_11598,mobile,MX
sess_11599,desktop,IT
sess_11600,mobile,IT
sess_11601,mobile,IT
sess_11602,mobile,FR
sess_11603,mobile,GB
sess_11604,mobile,IT
sess_11605,mobile,ES
sess_11606,mobile,ES
sess_11607,desktop,IT
sess_11608,mobile,MX
sess_11609,mobile,FR
sess_11610,desktop,PT
sess_11611,desktop,GB
sess_11612,mobile,ES
sess_11613,mobile,ES
sess_11614,mobile,ES
sess_11615,desktop,DE
sess_11616,desktop,ES
sess_11617,desktop,FR
sess_11618,mobile,IT
sess_11619,desktop,DE
sess_11620,mobile,ES
sess_11621,mobile,FR
sess_11622,mobile,FR
sess_11623,desktop,IT
sess_11624,mobile,GB
sess_11625,desktop,ES
sess_11626,mobile,GB
sess_11627,mobile,DE
sess_11628,mobile,IT
sess_11629,mobile,DE
sess_11630,desktop,FR
sess_11631,mobile,ES
sess_11632,desktop,DE
sess_11633,desktop,IT
sess_11634,desktop,IT
sess_11635,mobile,FR
sess_11636,mobile,AR
sess_11637,mobile,IT
sess_11638,desktop,ES
sess_11639,desktop,FR
sess_11640,mobile,GB
sess_11641,desktop,GB
sess_11642,mobile,FR
sess_11643,mobile,AR
sess_11644,mobile,ES
sess_11645,desktop,FR
sess_11646,mobile,AR
sess_11647,desktop,AR
sess_11648,desktop,DE
sess_11649,desktop,PT
sess_11650,mobile,ES
sess_11651,mobile,PT
sess_11652,mobile,FR
sess_11653,mobile,ES
sess_11654,mobile,ES
sess_11655,desktop,FR
sess_11656,mobile,ES
sess_11657,mobile,FR
sess_11658,mobile,ES
sess_11659,mobile,ES
sess_11660,mobile,IT
sess_11661,mobile,FR
sess_11662,desktop,FR
sess_11663,mobile,DE
sess_11664,desktop,AR
sess_11665,desktop,GB
sess_11666,mobile,FR
sess_11667,desktop,DE
sess_11668,mobile,ES
sess_11669,desktop,ES
sess_11670,mobile,FR
sess_11671,desktop,GB
sess_11672,desktop,ES
sess_11673,desktop,ES
sess_11674,desktop,ES
sess_11675,mobile,PT
sess_11676,mobile,IT
sess_11677,mobile,ES
sess_11678,mobile,IT
sess_11679,desktop,IT
sess_11680,mobile,DE
sess_11681,desktop,ES
sess_11682,mobile,PT
sess_11683,desktop,FR
sess_11684,mobile,DE
sess_11685,desktop,ES
sess_11686,desktop,FR
sess_11687,mobile,FR
sess_11688,mobile,IT
sess_11689,desktop,ES
sess_11690,mobile,GB
sess_11691,mobile,ES
sess_11692,mobile,DE
sess_11693,mobile,GB
sess_11694,mobile,IT
sess_11695,mobile,DE
sess_11696,mobile,DE
sess_11697,mobile,FR
sess_11698,desktop,GB
sess_11699,mobile,ES
sess_11700,desktop,IT
sess_11701,mobile,DE
sess_11702,mobile,FR
sess_11703,mobile,FR
sess_11704,mobile,FR
sess_11705,mobile,GB
sess_11706,mobile,MX
sess_11707,mobile,IT
sess_11708,mobile,DE
sess_11709,desktop,AR
sess_11710,mobile,ES
sess_11711,mobile,ES
sess_11712,desktop,DE
sess_11713,mobile,GB
sess_11714,mobile,PT
sess_11715,desktop,FR
sess_11716,mobile,ES
sess_11717,desktop,FR
sess_11718,desktop,ES
sess_11719,mobile,ES
sess_11720,mobile,GB
sess_11721,mobile,ES
sess_11722,mobile,GB
sess_11723,mobile,FR
sess_11724,desktop,IT
sess_11725,mobile,ES
sess_11726,mobile,FR
sess_11727,desktop,ES
sess_11728,desktop,CO
sess_11729,mobile,GB
sess_11730,mobile,FR
sess_11731,mobile,ES
sess_11732,mobile,MX
sess_11733,mobile,FR
sess_11734,mobile,ES
sess_11735,desktop,IT
sess_11736,mobile,MX
sess_11737,mobile,ES
sess_11738,mobile,ES
sess_11739,mobile,MX
sess_11740,desktop,ES
sess_11741,desktop,ES
sess_11742,desktop,IT
sess_11743,mobile,PT
sess_11744,mobile,FR
sess_11745,mobile,US
sess_11746,mobile,DE
sess_11747,mobile,ES
sess_11748,desktop,US
sess_11749,mobile,FR
sess_11750,mobile,ES
sess_11751,mobile,IT
sess_11752,mobile,FR
sess_11753,mobile,ES
sess_11754,desktop,ES
sess_11755,desktop,FR
sess_11756,desktop,PT
sess_11757,mobile,IT
sess_11758,mobile,US
sess_11759,mobile,ES
sess_11760,mobile,ES
sess_11761,desktop,ES
sess_11762,mobile,ES
sess_11763,mobile,ES
sess_11764,mobile,GB
sess_11765,mobile,AR
sess_11766,desktop,CO
sess_11767,mobile,ES
sess_11768,mobile,AR
sess_11769,mobile,FR
sess_11770,mobile,ES
sess_11771,desktop,PT
sess_11772,desktop,IT
sess_11773,desktop,ES
sess_11774,desktop,FR
sess_11775,mobile,ES
sess_11776,desktop,DE
sess_11777,mobile,FR
sess_11778,mobile,US
sess_11779,desktop,ES
sess_11780,mobile,FR
sess_11781,desktop,FR
sess_11782,mobile,IT
sess_11783,mobile,FR
sess_11784,desktop,DE
sess_11785,desktop,PT
sess_11786,mobile,MX
sess_11787,mobile,GB
sess_11788,mobile,PT
sess_11789,mobile,IT
sess_11790,mobile,GB
sess_11791,desktop,FR
sess_11792,mobile,FR
sess_11793,desktop,FR
sess_11794,mobile,FR
sess_11795,mobile,ES
sess_11796,desktop,CO
sess_11797,mobile,FR
sess_11798,mobile,ES
sess_11799,mobile,IT
sess_11800,desktop,ES
sess_11801,desktop,ES
sess_11802,mobile,ES
sess_11803,mobile,FR
sess_11804,mobile,FR
sess_11805,desktop,GB
sess_11806,desktop,DE
sess_11807,mobile,FR
sess_11808,mobile,FR
sess_11809,mobile,FR
sess_11810,desktop,GB
sess_11811,desktop,ES
sess_11812,mobile,ES
sess_11813,mobile,GB
sess_11814,mobile,FR
sess_11815,desktop,ES
sess_11816,mobile,ES
sess_11817,desktop,MX
sess_11818,mobile,PT
sess_11819,mobile,DE
sess_11820,mobile,FR
sess_11821,mobile,IT
sess_11822,mobile,CO
sess_11823,desktop,CO
sess_11824,mobile,ES
sess_11825,mobile,GB
sess_11826,mobile,ES
sess_11827,desktop,ES
sess_11828,desktop,DE
sess_11829,mobile,FR
sess_11830,desktop,MX
sess_11831,mobile,ES
sess_11832,mobile,IT
sess_11833,desktop,AR
sess_11834,desktop,AR
sess_11835,desktop,ES
sess_11836,mobile,FR
sess_11837,mobile,IT
sess_11838,desktop,ES
sess_11839,mobile,CO
sess_11840,mobile,AR
sess_11841,mobile,ES
sess_11842,mobile,ES
sess_11843,mobile,ES
sess_11844,desktop,AR
sess_11845,mobile,ES
sess_11846,mobile,FR
sess_11847,mobile,FR
sess_11848,desktop,IT
sess_11849,mobile,ES
sess_11850,mobile,ES
sess_11851,desktop,MX
sess_11852,desktop,AR
sess_11853,desktop,GB
sess_11854,desktop,ES
sess_11855,mobile,FR
sess_11856,desktop,IT
sess_11857,mobile,ES
sess_11858,desktop,AR
sess_11859,desktop,IT
sess_11860,desktop,ES
sess_11861,desktop,AR
sess_11862,mobile,MX
sess_11863,mobile,ES
sess_11864,desktop,IT
sess_11865,desktop,FR
sess_11866,mobile,FR
sess_11867,mobile,ES
sess_11868,mobile,IT
sess_11869,desktop,MX
sess_11870,desktop,IT
sess_11871,mobile,ES
sess_11872,mobile,IT
sess_11873,desktop,FR
sess_11874,desktop,PT
sess_11875,mobile,FR
sess_11876,mobile,ES
sess_11877,mobile,ES
sess_11878,mobile,GB
sess_11879,mobile,ES
sess_11880,desktop,GB
sess_11881,desktop,ES
sess_11882,mobile,FR
sess_11883,desktop,FR
sess_11884,mobile,MX
sess_11885,mobile,MX
sess_11886,mobile,ES
sess_11887,mobile,FR
sess_11888,desktop,ES
sess_11889,desktop,IT
sess_11890,mobile,FR
sess_11891,mobile,AR
sess_11892,desktop,MX
sess_11893,mobile,FR
sess_11894,mobile,FR
sess_11895,desktop,AR
sess_11896,mobile,GB
sess_11897,mobile,ES
sess_11898,mobile,FR
sess_11899,desktop,FR
sess_11900,mobile,ES
sess_11901,mobile,ES
sess_11902,desktop,ES
sess_11903,mobile,IT
sess_11904,desktop,ES
sess_11905,mobile,ES
sess_11906,desktop,ES
sess_11907,mobile,GB
sess_11908,mobile,PT
sess_11909,mobile,FR
sess_11910,mobile,FR
sess_11911,desktop,CO
sess_11912,desktop,ES
sess_11913,mobile,ES
sess_11914,mobile,ES
sess_11915,desktop,ES
sess_11916,desktop,FR
sess_11917,mobile,AR
sess_11918,mobile,IT
sess_11919,mobile,FR
sess_11920,desktop,MX
sess_11921,mobile,ES
sess_11922,mobile,ES
sess_11923,mobile,IT
sess_11924,desktop,IT
sess_11925,mobile,ES
sess_11926,mobile,FR
sess_11927,mobile,IT
sess_11928,mobile,DE
sess_11929,mobile,IT
sess_11930,mobile,FR
sess_11931,mobile,ES
sess_11932,mobile,FR
sess_11933,mobile,ES
sess_11934,desktop,MX
sess_11935,desktop,FR
sess_11936,mobile,FR
sess_11937,desktop,GB
sess_11938,mobile,FR
sess_11939,mobile,FR
sess_11940,mobile,GB
sess_11941,mobile,PT
sess_11942,desktop,DE
sess_11943,desktop,ES
sess_11944,desktop,IT
sess_11945,mobile,GB
sess_11946,mobile,ES
sess_11947,mobile,ES
sess_11948,mobile,AR
sess_11949,mobile,ES
sess_11950,mobile,GB
sess_11951,mobile,FR
sess_11952,mobile,FR
sess_11953,desktop,ES
sess_11954,desktop,GB
sess_11955,desktop,FR
sess_11956,mobile,IT
sess_11957,mobile,DE
sess_11958,mobile,DE
sess_11959,desktop,MX
sess_11960,mobile,IT
sess_11961,mobile,FR
sess_11962,desktop,MX
sess_11963,mobile,IT
sess_11964,mobile,ES
sess_11965,mobile,ES
sess_11966,mobile,PT
sess_11967,mobile,FR
sess_11968,mobile,DE
sess_11969,mobile,FR
sess_11970,mobile,ES
sess_11971,desktop,IT
sess_11972,mobile,ES
sess_11973,mobile,FR
sess_11974,mobile,IT
sess_11975,desktop,FR
sess_11976,mobile,DE
sess_11977,mobile,GB
sess_11978,desktop,GB
sess_11979,desktop,ES
sess_11980,mobile,ES
sess_11981,desktop,IT
sess_11982,mobile,MX
sess_11983,mobile,PT
sess_11984,mobile,PT
sess_11985,mobile,FR
sess_11986,desktop,FR
sess_11987,mobile,FR
sess_11988,mobile,ES
sess_11989,desktop,ES
sess_11990,desktop,MX
sess_11991,mobile,ES
sess_11992,mobile,ES
sess_11993,mobile,ES
sess_11994,desktop,MX
sess_11995,desktop,IT
sess_11996,desktop,DE
sess_11997,mobile,AR
sess_11998,mobile,FR
sess_11999,mobile,IT
sess_12000,mobile,ES
sess_12001,mobile,ES
sess_12002,desktop,PT
sess_12003,mobile,GB
sess_12004,mobile,FR
sess_12005,desktop,FR
sess_12006,mobile,IT
sess_12007,desktop,ES
sess_12008,mobile,ES
sess_12009,mobile,ES
sess_12010,mobile,ES
sess_12011,mobile,GB
sess_12012,desktop,ES
sess_12013,mobile,ES
sess_12014,mobile,IT
sess_12015,mobile,PT
sess_12016,mobile,ES
sess_12017,desktop,ES
sess_12018,mobile,FR
sess_12019,desktop,DE
sess_12020,desktop,IT
sess_12021,mobile,GB
sess_12022,desktop,MX
sess_12023,mobile,GB
sess_12024,mobile,IT
sess_12025,mobile,FR
sess_12026,desktop,ES
sess_12027,desktop,US
sess_12028,mobile,FR
sess_12029,desktop,ES
sess_12030,mobile,DE
sess_12031,mobile,ES
sess_12032,mobile,IT
sess_12033,desktop,IT
sess_12034,mobile,FR
sess_12035,mobile,PT
sess_12036,mobile,ES
sess_12037,mobile,FR
sess_12038,mobile,IT
sess_12039,mobile,DE
sess_12040,desktop,GB
sess_12041,mobile,FR
sess_12042,mobile,IT
sess_12043,mobile,ES
sess_12044,desktop,MX
sess_12045,desktop,FR
sess_12046,mobile,DE
sess_12047,desktop,ES
sess_12048,mobile,ES
sess_12049,mobile,FR
sess_12050,mobile,PT
sess_12051,mobile,IT
sess_12052,mobile,MX
sess_12053,desktop,FR
sess_12054,desktop,FR
sess_12055,desktop,ES
sess_12056,mobile,GB
sess_12057,mobile,ES
sess_12058,desktop,AR
sess_12059,mobile,AR
sess_12060,mobile,MX
sess_12061,mobile,IT
sess_12062,desktop,DE
sess_12063,mobile,GB
sess_12064,mobile,ES
sess_12065,desktop,IT
sess_12066,mobile,ES
sess_12067,mobile,FR
sess_12068,mobile,ES
sess_12069,mobile,ES
sess_12070,desktop,FR
sess_12071,mobile,FR
sess_12072,mobile,IT
sess_12073,desktop,ES
sess_12074,desktop,IT
sess_12075,desktop,ES
sess_12076,mobile,IT
sess_12077,mobile,IT
sess_12078,desktop,IT
sess_12079,desktop,DE
sess_12080,mobile,FR
sess_12081,mobile,GB
sess_12082,mobile,FR
sess_12083,desktop,FR
sess_12084,mobile,IT
sess_12085,mobile,ES
sess_12086,mobile,DE
sess_12087,desktop,IT
sess_12088,desktop,FR
sess_12089,mobile,ES
sess_12090,desktop,ES
sess_12091,desktop,MX
sess_12092,mobile,DE
sess_12093,mobile,ES
sess_12094,mobile,FR
sess_12095,desktop,IT
sess_12096,mobile,PT
sess_12097,mobile,ES
sess_12098,desktop,ES
sess_12099,mobile,AR
sess_12100,desktop,ES
sess_12101,mobile,ES
sess_12102,mobile,MX
sess_12103,desktop,IT
sess_12104,desktop,ES
sess_12105,mobile,ES
sess_12106,desktop,ES
sess_12107,desktop,ES
sess_12108,mobile,AR
sess_12109,desktop,FR
sess_12110,mobile,DE
sess_12111,mobile,AR
sess_12112,mobile,FR
sess_12113,desktop,ES
sess_12114,desktop,IT
sess_12115,mobile,AR
sess_12116,mobile,GB
sess_12117,mobile,ES
sess_12118,mobile,DE
sess_12119,desktop,IT
sess_12120,desktop,AR
sess_12121,mobile,ES
sess_12122,desktop,IT
sess_12123,mobile,PT
sess_12124,desktop,FR
sess_12125,desktop,FR
sess_12126,mobile,ES
sess_12127,mobile,ES
sess_12128,desktop,FR
sess_12129,mobile,MX
sess_12130,mobile,ES
sess_12131,mobile,FR
sess_12132,mobile,DE
sess_12133,mobile,ES
sess_12134,desktop,FR
sess_12135,desktop,DE
sess_12136,mobile,PT
sess_12137,desktop,IT
sess_12138,mobile,DE
sess_12139,desktop,ES
sess_12140,desktop,MX
sess_12141,mobile,ES
sess_12142,desktop,GB
sess_12143,mobile,ES
sess_12144,mobile,MX
sess_12145,desktop,DE
sess_12146,mobile,GB
sess_12147,mobile,ES
sess_12148,mobile,FR
sess_12149,desktop,IT
sess_12150,mobile,GB
sess_12151,mobile,ES
sess_12152,desktop,CO
sess_12153,desktop,AR
